,Team 1,Team 2,Date,Venue_Team1,Venue_Team2,Winner,Last10MatchesTeam1,Last10MatchesTeam2,Last10ConflictsTeam1,Last10ConflictsTeam2,label
933,New Zealand,India,1995-02-16,0,1,New Zealand,0.0,8.0,4.0,6.0,0.0
934,India,South Africa,1995-02-18,2,2,South Africa,8.0,6.0,4.0,6.0,1.0
935,New Zealand,Australia,1995-02-19,0,1,Australia,1.0,8.0,3.0,7.0,1.0
936,Australia,India,1995-02-22,2,2,India,8.0,7.0,7.0,3.0,1.0
937,New Zealand,South Africa,1995-02-23,0,1,New Zealand,1.0,7.0,3.0,3.0,0.0
938,Zimbabwe,Pakistan,1995-02-25,0,1,Pakistan,2.0,6.0,0.0,6.0,1.0
939,New Zealand,Australia,1995-02-26,0,1,Australia,2.0,7.0,3.0,7.0,1.0
940,Zimbabwe,Pakistan,1995-02-26,0,1,Zimbabwe,2.0,6.0,0.0,7.0,0.0
941,West Indies,Australia,1995-03-08,0,1,West Indies,5.0,8.0,5.0,5.0,0.0
942,West Indies,Australia,1995-03-11,0,1,Australia,6.0,7.0,6.0,4.0,1.0
943,West Indies,Australia,1995-03-12,0,1,West Indies,5.0,7.0,6.0,4.0,0.0
944,West Indies,Australia,1995-03-15,0,1,West Indies,5.0,6.0,6.0,4.0,0.0
945,West Indies,Australia,1995-03-18,0,1,West Indies,6.0,5.0,7.0,3.0,0.0
946,New Zealand,Sri Lanka,1995-03-26,0,1,New Zealand,2.0,5.0,7.0,3.0,0.0
947,New Zealand,Sri Lanka,1995-03-29,0,1,New Zealand,3.0,4.0,7.0,3.0,0.0
948,New Zealand,Sri Lanka,1995-04-01,0,1,Sri Lanka,4.0,4.0,7.0,3.0,1.0
949,Bangladesh,India,1995-04-05,2,2,India,0.0,7.0,0.0,2.0,1.0
950,Bangladesh,Sri Lanka,1995-04-06,2,2,Sri Lanka,0.0,4.0,0.0,3.0,1.0
951,India,Pakistan,1995-04-07,2,2,Pakistan,7.0,6.0,2.0,8.0,1.0
952,Bangladesh,Pakistan,1995-04-08,2,2,Pakistan,0.0,6.0,0.0,2.0,1.0
953,India,Sri Lanka,1995-04-09,2,2,India,7.0,5.0,6.0,4.0,0.0
954,Pakistan,Sri Lanka,1995-04-11,2,2,Sri Lanka,6.0,4.0,8.0,2.0,1.0
955,India,Sri Lanka,1995-04-14,2,2,India,7.0,5.0,6.0,4.0,0.0
956,England,West Indies,1995-05-24,0,1,West Indies,6.0,7.0,6.0,4.0,1.0
957,England,West Indies,1995-05-26,0,1,England,6.0,8.0,6.0,4.0,0.0
958,England,West Indies,1995-05-28,0,1,England,7.0,8.0,6.0,4.0,0.0
959,Pakistan,Sri Lanka,1995-09-29,0,1,Pakistan,6.0,5.0,7.0,3.0,0.0
960,Pakistan,Sri Lanka,1995-10-01,0,1,Sri Lanka,6.0,4.0,7.0,3.0,1.0
961,Pakistan,Sri Lanka,1995-10-03,0,1,Sri Lanka,5.0,4.0,6.0,4.0,1.0
962,Sri Lanka,West Indies,1995-10-11,2,2,Sri Lanka,5.0,7.0,2.0,8.0,0.0
963,Pakistan,Sri Lanka,1995-10-12,2,2,Pakistan,4.0,6.0,6.0,4.0,0.0
964,Pakistan,West Indies,1995-10-13,2,2,Pakistan,5.0,6.0,3.0,7.0,0.0
965,Pakistan,West Indies,1995-10-15,2,2,West Indies,6.0,5.0,4.0,6.0,1.0
966,Sri Lanka,West Indies,1995-10-16,2,2,West Indies,6.0,5.0,3.0,7.0,1.0
967,Pakistan,Sri Lanka,1995-10-17,2,2,Sri Lanka,5.0,5.0,6.0,4.0,1.0
968,Sri Lanka,West Indies,1995-10-20,2,2,Sri Lanka,5.0,6.0,3.0,7.0,0.0
969,Zimbabwe,South Africa,1995-10-21,0,1,South Africa,3.0,6.0,0.0,1.0,1.0
970,Zimbabwe,South Africa,1995-10-22,0,1,South Africa,3.0,6.0,0.0,2.0,1.0
971,India,New Zealand,1995-11-15,0,1,New Zealand,7.0,4.0,5.0,5.0,1.0
972,India,New Zealand,1995-11-18,0,1,India,6.0,5.0,5.0,5.0,0.0
973,India,New Zealand,1995-11-24,0,1,India,6.0,5.0,5.0,5.0,0.0
974,India,New Zealand,1995-11-26,0,1,New Zealand,6.0,5.0,6.0,4.0,1.0
975,India,New Zealand,1995-11-29,0,1,India,6.0,5.0,6.0,4.0,0.0
976,New Zealand,Pakistan,1995-12-15,0,1,Pakistan,5.0,5.0,3.0,7.0,1.0
977,Sri Lanka,West Indies,1995-12-15,2,2,Sri Lanka,6.0,5.0,3.0,7.0,0.0
978,New Zealand,Pakistan,1995-12-17,0,1,New Zealand,4.0,5.0,3.0,7.0,0.0
979,Australia,West Indies,1995-12-17,0,1,Australia,4.0,4.0,3.0,7.0,0.0
980,Australia,West Indies,1995-12-19,0,1,Australia,5.0,3.0,3.0,7.0,0.0
981,New Zealand,Pakistan,1995-12-20,0,1,Pakistan,5.0,4.0,3.0,7.0,1.0
982,Australia,Sri Lanka,1995-12-21,0,1,Australia,5.0,6.0,7.0,3.0,0.0
983,New Zealand,Pakistan,1995-12-23,0,1,New Zealand,4.0,5.0,2.0,8.0,0.0
984,Australia,West Indies,1996-01-01,0,1,Australia,5.0,2.0,3.0,7.0,0.0
985,Sri Lanka,West Indies,1996-01-03,2,2,West Indies,6.0,2.0,4.0,6.0,1.0
986,Sri Lanka,West Indies,1996-01-05,2,2,West Indies,6.0,3.0,4.0,6.0,1.0
987,Australia,West Indies,1996-01-07,0,1,West Indies,6.0,4.0,4.0,6.0,1.0
988,Australia,Sri Lanka,1996-01-09,0,1,Sri Lanka,5.0,5.0,7.0,3.0,1.0
989,South Africa,England,1996-01-09,0,1,South Africa,6.0,7.0,0.0,4.0,0.0
990,South Africa,England,1996-01-11,0,1,England,7.0,6.0,1.0,4.0,1.0
991,Australia,Sri Lanka,1996-01-12,0,1,Australia,5.0,5.0,6.0,4.0,0.0
992,South Africa,England,1996-01-13,0,1,South Africa,7.0,6.0,1.0,5.0,0.0
993,Sri Lanka,West Indies,1996-01-14,2,2,Sri Lanka,4.0,5.0,4.0,6.0,0.0
994,South Africa,England,1996-01-14,0,1,South Africa,7.0,5.0,2.0,5.0,0.0
995,Australia,Sri Lanka,1996-01-16,0,1,Sri Lanka,5.0,5.0,6.0,4.0,1.0
996,South Africa,England,1996-01-17,0,1,South Africa,7.0,5.0,3.0,5.0,0.0
997,Australia,Sri Lanka,1996-01-18,0,1,Australia,5.0,6.0,5.0,5.0,0.0
998,South Africa,England,1996-01-19,0,1,South Africa,7.0,5.0,4.0,5.0,0.0
999,Australia,Sri Lanka,1996-01-20,0,1,Australia,6.0,5.0,5.0,5.0,0.0
1000,South Africa,England,1996-01-21,0,1,South Africa,8.0,4.0,5.0,5.0,0.0
1001,New Zealand,Zimbabwe,1996-01-28,0,1,New Zealand,4.0,3.0,5.0,0.0,0.0
1002,New Zealand,Zimbabwe,1996-01-31,0,1,New Zealand,5.0,2.0,6.0,0.0,0.0
1003,New Zealand,Zimbabwe,1996-02-03,0,1,Zimbabwe,5.0,2.0,7.0,0.0,1.0
1004,England,New Zealand,1996-02-14,2,2,New Zealand,3.0,5.0,6.0,4.0,1.0
1005,South Africa,U.A.E.,1996-02-16,2,2,South Africa,8.0,0.0,0.0,0.0,0.0
1006,West Indies,Zimbabwe,1996-02-16,2,2,West Indies,4.0,3.0,4.0,0.0,0.0
1007,Netherlands,New Zealand,1996-02-17,2,2,New Zealand,0.0,6.0,0.0,0.0,1.0
1008,India,Kenya,1996-02-18,0,1,India,7.0,0.0,0.0,0.0,0.0
1009,England,U.A.E.,1996-02-18,2,2,England,3.0,0.0,0.0,0.0,0.0
1010,New Zealand,South Africa,1996-02-20,2,2,South Africa,6.0,9.0,4.0,3.0,1.0
1011,Sri Lanka,Zimbabwe,1996-02-21,0,1,Sri Lanka,4.0,3.0,5.0,1.0,0.0
1012,India,West Indies,1996-02-21,0,1,India,7.0,4.0,7.0,3.0,0.0
1013,England,Netherlands,1996-02-22,2,2,England,3.0,0.0,0.0,0.0,0.0
1014,Australia,Kenya,1996-02-23,2,2,Australia,7.0,0.0,0.0,0.0,0.0
1015,Pakistan,U.A.E.,1996-02-24,0,1,Pakistan,4.0,0.0,1.0,0.0,0.0
1016,England,South Africa,1996-02-25,2,2,South Africa,3.0,9.0,4.0,6.0,1.0
1017,Pakistan,Netherlands,1996-02-26,0,1,Pakistan,5.0,0.0,0.0,0.0,0.0
1018,Kenya,Zimbabwe,1996-02-27,2,2,Zimbabwe,0.0,2.0,0.0,0.0,1.0
1019,New Zealand,U.A.E.,1996-02-27,2,2,New Zealand,6.0,0.0,0.0,0.0,0.0
1020,India,Australia,1996-02-27,0,1,Australia,7.0,7.0,4.0,6.0,1.0
1021,Kenya,West Indies,1996-02-29,2,2,Kenya,0.0,4.0,0.0,0.0,0.0
1022,Pakistan,South Africa,1996-02-29,0,1,South Africa,6.0,9.0,7.0,3.0,1.0
1023,Australia,Zimbabwe,1996-03-01,2,2,Australia,7.0,3.0,6.0,1.0,0.0
1024,Netherlands,U.A.E.,1996-03-01,2,2,U.A.E.,0.0,0.0,0.0,0.0,1.0
1025,India,Sri Lanka,1996-03-02,0,1,Sri Lanka,7.0,4.0,6.0,4.0,1.0
1026,Pakistan,England,1996-03-03,0,1,Pakistan,5.0,3.0,3.0,7.0,0.0
1027,Australia,West Indies,1996-03-04,2,2,West Indies,7.0,4.0,4.0,6.0,1.0
1028,Netherlands,South Africa,1996-03-05,2,2,South Africa,0.0,9.0,0.0,0.0,1.0
1029,India,Zimbabwe,1996-03-06,0,1,India,6.0,3.0,9.0,0.0,0.0
1030,Sri Lanka,Kenya,1996-03-06,0,1,Sri Lanka,5.0,1.0,0.0,0.0,0.0
1031,Pakistan,New Zealand,1996-03-06,0,1,Pakistan,5.0,7.0,7.0,3.0,0.0
1032,England,Sri Lanka,1996-03-09,2,2,Sri Lanka,2.0,6.0,7.0,3.0,1.0
1033,India,Pakistan,1996-03-09,0,1,India,6.0,6.0,2.0,8.0,0.0
1034,South Africa,West Indies,1996-03-11,2,2,West Indies,10.0,5.0,4.0,4.0,1.0
1035,Australia,New Zealand,1996-03-11,2,2,Australia,6.0,6.0,7.0,3.0,0.0
1036,Australia,West Indies,1996-03-14,2,2,Australia,7.0,6.0,4.0,6.0,0.0
1037,Australia,Sri Lanka,1996-03-17,2,2,Sri Lanka,8.0,7.0,6.0,4.0,1.0
1038,West Indies,New Zealand,1996-03-26,0,1,West Indies,6.0,6.0,9.0,1.0,0.0
1039,West Indies,New Zealand,1996-03-29,0,1,New Zealand,6.0,5.0,9.0,1.0,1.0
1040,West Indies,New Zealand,1996-03-30,0,1,West Indies,5.0,5.0,8.0,2.0,0.0
1041,Pakistan,Sri Lanka,1996-04-02,2,2,Sri Lanka,6.0,7.0,5.0,5.0,1.0
1042,India,Sri Lanka,1996-04-03,2,2,India,7.0,8.0,6.0,4.0,0.0
1043,West Indies,New Zealand,1996-04-03,0,1,New Zealand,5.0,4.0,8.0,2.0,1.0
1044,India,Pakistan,1996-04-05,2,2,Pakistan,7.0,5.0,3.0,7.0,1.0
1045,West Indies,New Zealand,1996-04-06,0,1,West Indies,5.0,5.0,7.0,3.0,0.0
1046,Pakistan,Sri Lanka,1996-04-07,2,2,Pakistan,6.0,7.0,4.0,6.0,0.0
1047,India,Pakistan,1996-04-12,2,2,Pakistan,6.0,6.0,3.0,7.0,1.0
1048,Pakistan,South Africa,1996-04-13,2,2,South Africa,7.0,9.0,6.0,4.0,1.0
1049,West Indies,Sri Lanka,1996-04-13,0,1,Sri Lanka,5.0,6.0,5.0,5.0,1.0
1050,India,South Africa,1996-04-14,2,2,South Africa,6.0,9.0,4.0,6.0,1.0
1051,India,Pakistan,1996-04-15,2,2,India,5.0,6.0,3.0,7.0,0.0
1052,Pakistan,South Africa,1996-04-16,2,2,South Africa,5.0,9.0,5.0,5.0,1.0
1053,India,South Africa,1996-04-17,2,2,South Africa,5.0,9.0,4.0,6.0,1.0
1054,India,South Africa,1996-04-19,2,2,South Africa,4.0,9.0,4.0,6.0,1.0
1055,England,India,1996-05-25,0,1,England,2.0,4.0,4.0,6.0,0.0
1056,England,India,1996-05-26,0,1,England,3.0,4.0,5.0,5.0,0.0
1057,Australia,Zimbabwe,1996-08-26,2,2,Australia,7.0,2.0,7.0,1.0,0.0
1058,Sri Lanka,India,1996-08-28,0,1,Sri Lanka,7.0,3.0,3.0,7.0,0.0
1059,England,Pakistan,1996-08-29,0,1,England,4.0,5.0,6.0,4.0,0.0
1060,Sri Lanka,Australia,1996-08-30,0,1,Sri Lanka,8.0,8.0,4.0,6.0,0.0
1061,England,Pakistan,1996-08-31,0,1,England,5.0,4.0,6.0,4.0,0.0
1062,India,Zimbabwe,1996-09-01,2,2,India,2.0,2.0,10.0,0.0,0.0
1063,England,Pakistan,1996-09-01,0,1,Pakistan,6.0,3.0,6.0,4.0,1.0
1064,Sri Lanka,Zimbabwe,1996-09-03,0,1,Sri Lanka,8.0,2.0,6.0,1.0,0.0
1065,Australia,India,1996-09-06,2,2,Australia,7.0,2.0,7.0,3.0,0.0
1066,Sri Lanka,Australia,1996-09-07,0,1,Sri Lanka,8.0,7.0,5.0,5.0,0.0
1067,India,Pakistan,1996-09-16,2,2,India,2.0,4.0,3.0,7.0,0.0
1068,India,Pakistan,1996-09-17,2,2,Pakistan,3.0,4.0,4.0,6.0,1.0
1069,India,Pakistan,1996-09-18,2,2,India,3.0,4.0,4.0,6.0,0.0
1070,India,Pakistan,1996-09-21,2,2,Pakistan,3.0,3.0,4.0,6.0,1.0
1071,India,Pakistan,1996-09-23,2,2,Pakistan,3.0,3.0,4.0,6.0,1.0
1072,Kenya,Sri Lanka,1996-09-28,0,1,Sri Lanka,1.0,8.0,0.0,1.0,1.0
1073,Pakistan,South Africa,1996-09-29,2,2,South Africa,4.0,9.0,4.0,6.0,1.0
1074,South Africa,Sri Lanka,1996-10-01,2,2,Sri Lanka,9.0,8.0,3.0,3.0,1.0
1075,Kenya,Pakistan,1996-10-02,0,1,Pakistan,1.0,4.0,0.0,0.0,1.0
1076,Kenya,South Africa,1996-10-03,0,1,South Africa,1.0,8.0,0.0,0.0,1.0
1077,Pakistan,Sri Lanka,1996-10-04,2,2,Pakistan,5.0,8.0,5.0,5.0,0.0
1078,Pakistan,South Africa,1996-10-06,2,2,South Africa,6.0,8.0,3.0,7.0,1.0
1079,India,South Africa,1996-10-17,0,1,South Africa,3.0,8.0,3.0,7.0,1.0
1080,Australia,South Africa,1996-10-19,2,2,South Africa,6.0,9.0,8.0,2.0,1.0
1081,India,Australia,1996-10-21,0,1,India,3.0,5.0,3.0,7.0,0.0
1082,India,South Africa,1996-10-23,0,1,South Africa,4.0,9.0,3.0,7.0,1.0
1083,Australia,South Africa,1996-10-25,2,2,South Africa,4.0,9.0,7.0,3.0,1.0
1084,India,South Africa,1996-10-29,0,1,South Africa,4.0,9.0,3.0,7.0,1.0
1085,Pakistan,Zimbabwe,1996-10-30,0,1,Pakistan,6.0,2.0,7.0,1.0,0.0
1086,Australia,South Africa,1996-11-01,2,2,South Africa,4.0,9.0,7.0,3.0,1.0
1087,Pakistan,Zimbabwe,1996-11-01,0,1,Pakistan,6.0,2.0,8.0,1.0,0.0
1088,Pakistan,Zimbabwe,1996-11-03,0,1,Pakistan,7.0,1.0,9.0,1.0,0.0
1089,India,Australia,1996-11-03,2,2,India,3.0,3.0,4.0,6.0,0.0
1090,India,South Africa,1996-11-06,0,1,India,4.0,9.0,3.0,7.0,0.0
1091,New Zealand,Sri Lanka,1996-11-07,2,2,New Zealand,4.0,7.0,6.0,4.0,0.0
1092,Pakistan,Sri Lanka,1996-11-08,2,2,Sri Lanka,7.0,7.0,5.0,5.0,1.0
1093,New Zealand,Pakistan,1996-11-10,2,2,Pakistan,4.0,7.0,3.0,7.0,1.0
1094,Pakistan,Sri Lanka,1996-11-12,2,2,Pakistan,7.0,8.0,4.0,6.0,0.0
1095,New Zealand,Pakistan,1996-11-13,2,2,Pakistan,4.0,7.0,3.0,7.0,1.0
1096,New Zealand,Pakistan,1996-11-15,2,2,Pakistan,3.0,8.0,2.0,8.0,1.0
1097,Pakistan,New Zealand,1996-12-04,0,1,Pakistan,8.0,3.0,8.0,2.0,0.0
1098,Australia,West Indies,1996-12-06,0,1,Australia,2.0,5.0,5.0,5.0,0.0
1099,Pakistan,New Zealand,1996-12-06,0,1,Pakistan,8.0,3.0,8.0,2.0,0.0
1100,Australia,West Indies,1996-12-08,0,1,Australia,3.0,5.0,5.0,5.0,0.0
1101,Pakistan,New Zealand,1996-12-08,0,1,New Zealand,9.0,3.0,8.0,2.0,1.0
1102,India,South Africa,1996-12-14,0,1,India,4.0,8.0,3.0,7.0,0.0
1103,Australia,Pakistan,1996-12-15,0,1,Pakistan,3.0,8.0,7.0,3.0,1.0
1104,Zimbabwe,England,1996-12-15,0,1,Zimbabwe,1.0,6.0,2.0,1.0,0.0
1105,Pakistan,West Indies,1996-12-17,2,2,West Indies,8.0,4.0,4.0,6.0,1.0
1106,Australia,Pakistan,1997-01-01,0,1,Pakistan,3.0,7.0,6.0,4.0,1.0
1107,Zimbabwe,England,1997-01-01,0,1,Zimbabwe,2.0,5.0,3.0,1.0,0.0
1108,Pakistan,West Indies,1997-01-03,2,2,West Indies,8.0,4.0,4.0,6.0,1.0
1109,Zimbabwe,England,1997-01-03,0,1,Zimbabwe,2.0,4.0,4.0,1.0,0.0
1110,Australia,West Indies,1997-01-05,0,1,West Indies,2.0,5.0,6.0,4.0,1.0
1111,Australia,Pakistan,1997-01-07,0,1,Pakistan,2.0,7.0,6.0,4.0,1.0
1112,Pakistan,West Indies,1997-01-10,2,2,West Indies,7.0,5.0,4.0,6.0,1.0
1113,Australia,West Indies,1997-01-12,0,1,West Indies,2.0,6.0,6.0,4.0,1.0
1114,Pakistan,West Indies,1997-01-14,2,2,Pakistan,6.0,6.0,4.0,6.0,0.0
1115,Australia,Pakistan,1997-01-16,0,1,Australia,2.0,6.0,6.0,4.0,0.0
1116,Pakistan,West Indies,1997-01-18,2,2,Pakistan,5.0,6.0,4.0,6.0,0.0
1117,Pakistan,West Indies,1997-01-20,2,2,Pakistan,5.0,5.0,4.0,6.0,0.0
1118,South Africa,India,1997-01-23,0,1,South Africa,8.0,5.0,7.0,3.0,0.0
1119,South Africa,Zimbabwe,1997-01-25,0,1,South Africa,8.0,3.0,3.0,0.0,0.0
1120,South Africa,Zimbabwe,1997-01-29,0,1,South Africa,8.0,3.0,4.0,0.0,0.0
1121,South Africa,Zimbabwe,1997-01-31,0,1,South Africa,8.0,3.0,5.0,0.0,0.0
1122,South Africa,India,1997-02-02,0,1,South Africa,8.0,4.0,8.0,2.0,0.0
1123,South Africa,India,1997-02-04,0,1,South Africa,8.0,4.0,8.0,2.0,0.0
1124,India,Zimbabwe,1997-02-07,2,2,Zimbabwe,4.0,3.0,10.0,0.0,1.0
1125,India,Zimbabwe,1997-02-09,2,2,India,4.0,4.0,9.0,1.0,0.0
1126,South Africa,India,1997-02-13,0,1,South Africa,8.0,4.0,8.0,2.0,0.0
1127,Zimbabwe,India,1997-02-15,0,1,Zimbabwe,4.0,4.0,1.0,9.0,0.0
1128,New Zealand,England,1997-02-20,0,1,England,3.0,4.0,5.0,5.0,1.0
1129,New Zealand,England,1997-02-23,0,1,England,3.0,5.0,4.0,6.0,1.0
1130,New Zealand,England,1997-03-02,0,1,New Zealand,2.0,6.0,4.0,6.0,0.0
1131,New Zealand,England,1997-03-04,0,1,New Zealand,3.0,5.0,4.0,6.0,0.0
1132,New Zealand,Sri Lanka,1997-03-25,0,1,Sri Lanka,3.0,7.0,6.0,4.0,1.0
1133,New Zealand,Sri Lanka,1997-03-27,0,1,New Zealand,3.0,7.0,5.0,5.0,0.0
1134,South Africa,Australia,1997-03-29,0,1,South Africa,8.0,3.0,4.0,6.0,0.0
1135,South Africa,Australia,1997-03-31,0,1,Australia,8.0,3.0,4.0,6.0,1.0
1136,South Africa,Australia,1997-04-02,0,1,South Africa,8.0,4.0,4.0,6.0,0.0
1137,Sri Lanka,Zimbabwe,1997-04-03,2,2,Sri Lanka,6.0,5.0,7.0,1.0,0.0
1138,Pakistan,Sri Lanka,1997-04-04,2,2,Sri Lanka,6.0,6.0,5.0,5.0,1.0
1139,South Africa,Australia,1997-04-05,0,1,Australia,9.0,3.0,5.0,5.0,1.0
1140,Pakistan,Zimbabwe,1997-04-06,2,2,Pakistan,5.0,5.0,9.0,1.0,0.0
1141,Pakistan,Sri Lanka,1997-04-07,2,2,Sri Lanka,6.0,6.0,4.0,6.0,1.0
1142,Sri Lanka,Zimbabwe,1997-04-08,2,2,Zimbabwe,6.0,4.0,8.0,1.0,1.0
1143,South Africa,Australia,1997-04-08,0,1,Australia,8.0,3.0,5.0,5.0,1.0
1144,Pakistan,Zimbabwe,1997-04-09,2,2,Pakistan,5.0,4.0,9.0,1.0,0.0
1145,South Africa,Australia,1997-04-10,0,1,Australia,7.0,4.0,5.0,5.0,1.0
1146,Pakistan,Sri Lanka,1997-04-11,2,2,Sri Lanka,6.0,5.0,4.0,6.0,1.0
1147,South Africa,Australia,1997-04-13,0,1,South Africa,6.0,5.0,5.0,5.0,0.0
1148,West Indies,India,1997-04-26,0,1,West Indies,5.0,4.0,2.0,8.0,0.0
1149,West Indies,India,1997-04-27,0,1,India,6.0,3.0,3.0,7.0,1.0
1150,West Indies,India,1997-04-30,0,1,West Indies,6.0,3.0,2.0,8.0,0.0
1151,West Indies,India,1997-05-03,0,1,West Indies,6.0,2.0,3.0,7.0,0.0
1152,New Zealand,Pakistan,1997-05-09,2,2,New Zealand,4.0,5.0,3.0,7.0,0.0
1153,Pakistan,Sri Lanka,1997-05-12,2,2,Pakistan,5.0,6.0,4.0,6.0,0.0
1154,India,New Zealand,1997-05-14,0,1,India,2.0,5.0,6.0,4.0,0.0
1155,India,Sri Lanka,1997-05-17,0,1,Sri Lanka,3.0,6.0,6.0,4.0,1.0
1156,New Zealand,Sri Lanka,1997-05-20,2,2,Sri Lanka,5.0,6.0,5.0,5.0,1.0
1157,India,Pakistan,1997-05-21,0,1,Pakistan,3.0,5.0,4.0,6.0,1.0
1158,England,Australia,1997-05-22,0,1,England,4.0,5.0,2.0,8.0,0.0
1159,Pakistan,Sri Lanka,1997-05-24,2,2,Sri Lanka,6.0,7.0,4.0,6.0,1.0
1160,England,Australia,1997-05-24,0,1,England,4.0,5.0,3.0,7.0,0.0
1161,England,Australia,1997-05-25,0,1,England,4.0,5.0,4.0,6.0,0.0
1162,Pakistan,Sri Lanka,1997-05-27,2,2,Sri Lanka,5.0,7.0,4.0,6.0,1.0
1163,West Indies,Sri Lanka,1997-06-06,0,1,West Indies,6.0,8.0,4.0,6.0,0.0
1164,Sri Lanka,Pakistan,1997-07-14,0,1,Sri Lanka,7.0,4.0,6.0,4.0,0.0
1165,Bangladesh,Pakistan,1997-07-16,2,2,Pakistan,0.0,4.0,0.0,3.0,1.0
1166,Sri Lanka,India,1997-07-18,0,1,Sri Lanka,7.0,3.0,5.0,5.0,0.0
1167,Sri Lanka,Bangladesh,1997-07-22,0,1,Sri Lanka,7.0,0.0,4.0,0.0,0.0
1168,Bangladesh,India,1997-07-24,2,2,India,0.0,2.0,0.0,3.0,1.0
1169,Sri Lanka,India,1997-07-26,0,1,Sri Lanka,8.0,3.0,6.0,4.0,0.0
1170,Sri Lanka,India,1997-08-17,0,1,Sri Lanka,8.0,3.0,6.0,4.0,0.0
1171,Sri Lanka,India,1997-08-20,0,1,Sri Lanka,9.0,3.0,6.0,4.0,0.0
1172,Sri Lanka,India,1997-08-24,0,1,Sri Lanka,9.0,2.0,7.0,3.0,0.0
1173,India,Pakistan,1997-09-13,2,2,India,2.0,4.0,4.0,6.0,0.0
1174,India,Pakistan,1997-09-14,2,2,India,3.0,4.0,4.0,6.0,0.0
1175,India,Pakistan,1997-09-18,2,2,India,3.0,3.0,5.0,5.0,0.0
1176,India,Pakistan,1997-09-20,2,2,India,4.0,3.0,6.0,4.0,0.0
1177,India,Pakistan,1997-09-21,2,2,Pakistan,5.0,3.0,6.0,4.0,1.0
1178,Pakistan,India,1997-09-28,1,0,Pakistan,3.0,5.0,5.0,5.0,0.0
1179,Pakistan,India,1997-09-30,0,1,India,3.0,4.0,5.0,5.0,1.0
1180,Pakistan,India,1997-10-02,0,1,Pakistan,3.0,5.0,5.0,5.0,0.0
1181,Zimbabwe,New Zealand,1997-10-04,0,1,Zimbabwe,3.0,5.0,1.0,7.0,0.0
1182,Zimbabwe,New Zealand,1997-10-05,0,1,New Zealand,4.0,4.0,2.0,7.0,1.0
1183,Kenya,Bangladesh,1997-10-10,0,1,Kenya,1.0,0.0,0.0,0.0,0.0
1184,Bangladesh,Zimbabwe,1997-10-11,2,2,Zimbabwe,0.0,4.0,0.0,0.0,1.0
1185,Kenya,Zimbabwe,1997-10-12,0,1,Zimbabwe,2.0,5.0,0.0,1.0,1.0
1186,Bangladesh,Zimbabwe,1997-10-14,2,2,Zimbabwe,0.0,5.0,0.0,1.0,1.0
1187,Kenya,Bangladesh,1997-10-15,0,1,Kenya,2.0,0.0,1.0,0.0,0.0
1188,Kenya,Zimbabwe,1997-10-16,0,1,Zimbabwe,3.0,6.0,0.0,2.0,1.0
1189,Kenya,Zimbabwe,1997-10-18,0,1,Zimbabwe,3.0,6.0,0.0,3.0,1.0
1190,Kenya,Zimbabwe,1997-10-19,0,1,Zimbabwe,3.0,7.0,0.0,4.0,1.0
1191,Sri Lanka,West Indies,1997-11-01,2,2,Sri Lanka,9.0,6.0,5.0,5.0,0.0
1192,Pakistan,South Africa,1997-11-02,0,1,South Africa,4.0,6.0,2.0,8.0,1.0
1193,South Africa,West Indies,1997-11-03,2,2,South Africa,6.0,5.0,4.0,5.0,0.0
1194,Pakistan,West Indies,1997-11-04,0,1,Pakistan,4.0,4.0,5.0,5.0,0.0
1195,Pakistan,Sri Lanka,1997-11-05,0,1,Sri Lanka,4.0,9.0,3.0,7.0,1.0
1196,South Africa,Sri Lanka,1997-11-06,2,2,South Africa,6.0,9.0,3.0,4.0,0.0
1197,South Africa,Sri Lanka,1997-11-08,2,2,South Africa,6.0,9.0,4.0,4.0,0.0
1198,Australia,South Africa,1997-12-04,0,1,South Africa,4.0,6.0,4.0,6.0,1.0
1199,New Zealand,South Africa,1997-12-06,2,2,New Zealand,5.0,7.0,4.0,4.0,0.0
1200,Australia,New Zealand,1997-12-07,0,1,Australia,4.0,6.0,8.0,2.0,0.0
1201,Australia,South Africa,1997-12-09,0,1,South Africa,4.0,6.0,4.0,6.0,1.0
1202,New Zealand,South Africa,1997-12-11,2,2,South Africa,5.0,7.0,5.0,4.0,1.0
1203,England,India,1997-12-11,2,2,England,5.0,5.0,6.0,4.0,0.0
1204,Pakistan,West Indies,1997-12-12,2,2,West Indies,4.0,4.0,5.0,5.0,1.0
1205,England,West Indies,1997-12-13,2,2,England,6.0,5.0,6.0,4.0,0.0
1206,India,Pakistan,1997-12-14,2,2,Pakistan,5.0,4.0,5.0,5.0,1.0
1207,England,Pakistan,1997-12-15,2,2,England,7.0,5.0,6.0,4.0,0.0
1208,India,West Indies,1997-12-16,2,2,West Indies,5.0,5.0,6.0,4.0,1.0
1209,Australia,New Zealand,1997-12-17,0,1,Australia,4.0,4.0,9.0,1.0,0.0
1210,England,West Indies,1997-12-19,2,2,England,8.0,5.0,6.0,4.0,0.0
1211,India,Sri Lanka,1997-12-22,0,1,India,4.0,8.0,2.0,8.0,0.0
1212,India,Sri Lanka,1997-12-28,0,1,Sri Lanka,4.0,7.0,2.0,8.0,1.0
1213,New Zealand,South Africa,1998-01-09,2,2,South Africa,4.0,8.0,5.0,5.0,1.0
