,Team 1,Team 2,Date,Venue_Team1,Venue_Team2,Winner,Last10MatchesTeam1,Last10MatchesTeam2,Last10ConflictsTeam1,Last10ConflictsTeam2,label
2915,South Africa,Zimbabwe,2010-10-15,0,1,South Africa,7.0,5.0,10.0,0.0,0.0
2916,Bangladesh,New Zealand,2010-10-17,0,1,Bangladesh,5.0,2.0,4.0,6.0,0.0
2917,South Africa,Zimbabwe,2010-10-17,0,1,South Africa,7.0,5.0,10.0,0.0,0.0
2918,India,Australia,2010-10-20,0,1,India,5.0,6.0,4.0,6.0,0.0
2919,South Africa,Zimbabwe,2010-10-22,0,1,South Africa,8.0,5.0,10.0,0.0,0.0
2920,Pakistan,South Africa,2010-10-29,2,2,South Africa,3.0,9.0,3.0,7.0,1.0
2921,Pakistan,South Africa,2010-10-31,2,2,Pakistan,3.0,10.0,3.0,7.0,0.0
2922,Pakistan,South Africa,2010-11-02,2,2,South Africa,4.0,9.0,4.0,6.0,1.0
2923,Australia,Sri Lanka,2010-11-03,0,1,Sri Lanka,5.0,7.0,8.0,2.0,1.0
2924,Australia,Sri Lanka,2010-11-05,0,1,Sri Lanka,4.0,8.0,7.0,3.0,1.0
2925,Pakistan,South Africa,2010-11-05,2,2,Pakistan,4.0,9.0,3.0,7.0,0.0
2926,Australia,Sri Lanka,2010-11-07,0,1,Australia,3.0,8.0,7.0,3.0,0.0
2927,Pakistan,South Africa,2010-11-08,2,2,South Africa,5.0,8.0,4.0,6.0,1.0
2928,India,New Zealand,2010-11-28,0,1,India,6.0,2.0,6.0,4.0,0.0
2929,Bangladesh,Zimbabwe,2010-12-01,0,1,Zimbabwe,6.0,4.0,8.0,2.0,1.0
2930,India,New Zealand,2010-12-01,0,1,India,6.0,2.0,7.0,3.0,0.0
2931,Bangladesh,Zimbabwe,2010-12-03,0,1,Bangladesh,6.0,5.0,7.0,3.0,0.0
2932,India,New Zealand,2010-12-04,0,1,India,6.0,2.0,7.0,3.0,0.0
2933,Bangladesh,Zimbabwe,2010-12-06,0,1,Bangladesh,6.0,4.0,7.0,3.0,0.0
2934,India,New Zealand,2010-12-07,0,1,India,7.0,1.0,8.0,2.0,0.0
2935,India,New Zealand,2010-12-10,0,1,India,7.0,0.0,8.0,2.0,0.0
2936,Bangladesh,Zimbabwe,2010-12-12,0,1,Bangladesh,7.0,3.0,8.0,2.0,0.0
2937,South Africa,India,2011-01-12,0,1,South Africa,8.0,8.0,6.0,4.0,0.0
2938,South Africa,India,2011-01-15,0,1,India,8.0,7.0,6.0,4.0,1.0
2939,Australia,England,2011-01-16,0,1,Australia,4.0,5.0,6.0,4.0,0.0
2940,South Africa,India,2011-01-18,0,1,India,7.0,8.0,5.0,5.0,1.0
2941,Australia,England,2011-01-21,0,1,Australia,4.0,5.0,6.0,4.0,0.0
2942,South Africa,India,2011-01-21,0,1,South Africa,6.0,8.0,4.0,6.0,0.0
2943,New Zealand,Pakistan,2011-01-22,0,1,New Zealand,0.0,4.0,8.0,2.0,0.0
2944,Australia,England,2011-01-23,0,1,Australia,5.0,5.0,6.0,4.0,0.0
2945,South Africa,India,2011-01-23,0,1,South Africa,6.0,8.0,4.0,6.0,0.0
2946,Australia,England,2011-01-26,0,1,England,6.0,4.0,6.0,4.0,1.0
2947,New Zealand,Pakistan,2011-01-29,0,1,Pakistan,1.0,4.0,8.0,2.0,1.0
2948,Australia,England,2011-01-30,0,1,Australia,6.0,5.0,6.0,4.0,0.0
2949,New Zealand,Pakistan,2011-02-01,0,1,Pakistan,1.0,5.0,8.0,2.0,1.0
2950,Australia,England,2011-02-02,0,1,Australia,6.0,4.0,6.0,4.0,0.0
2951,New Zealand,Pakistan,2011-02-03,0,1,Pakistan,1.0,5.0,7.0,3.0,1.0
2952,Sri Lanka,West Indies,2011-02-03,0,1,Sri Lanka,7.0,5.0,6.0,4.0,0.0
2953,New Zealand,Pakistan,2011-02-05,0,1,New Zealand,1.0,5.0,6.0,4.0,0.0
2954,Australia,England,2011-02-06,0,1,Australia,6.0,3.0,7.0,3.0,0.0
2955,Sri Lanka,West Indies,2011-02-06,0,1,Sri Lanka,7.0,4.0,6.0,4.0,0.0
2956,Bangladesh,India,2011-02-19,0,1,India,8.0,7.0,2.0,8.0,1.0
2957,Kenya,New Zealand,2011-02-20,2,2,New Zealand,2.0,2.0,0.0,1.0,1.0
2958,Sri Lanka,Canada,2011-02-20,0,1,Sri Lanka,7.0,4.0,1.0,0.0,0.0
2959,Australia,Zimbabwe,2011-02-21,2,2,Australia,7.0,3.0,10.0,0.0,0.0
2960,England,Netherlands,2011-02-22,2,2,England,2.0,4.0,2.0,0.0,0.0
2961,Kenya,Pakistan,2011-02-23,2,2,Pakistan,2.0,5.0,0.0,5.0,1.0
2962,South Africa,West Indies,2011-02-24,2,2,South Africa,6.0,3.0,10.0,0.0,0.0
2963,Australia,New Zealand,2011-02-25,2,2,Australia,8.0,3.0,6.0,4.0,0.0
2964,Bangladesh,Ireland,2011-02-25,0,1,Bangladesh,7.0,6.0,4.0,2.0,0.0
2965,Sri Lanka,Pakistan,2011-02-26,0,1,Pakistan,8.0,6.0,7.0,3.0,1.0
2966,Canada,Zimbabwe,2011-02-28,2,2,Zimbabwe,3.0,2.0,0.0,1.0,1.0
2967,Netherlands,West Indies,2011-02-28,2,2,West Indies,3.0,2.0,0.0,1.0,1.0
2968,Sri Lanka,Kenya,2011-03-01,0,1,Sri Lanka,7.0,2.0,4.0,1.0,0.0
2969,England,Ireland,2011-03-02,2,2,Ireland,3.0,5.0,3.0,0.0,1.0
2970,Netherlands,South Africa,2011-03-03,2,2,South Africa,3.0,6.0,0.0,2.0,1.0
2971,Canada,Pakistan,2011-03-03,2,2,Pakistan,3.0,6.0,0.0,1.0,1.0
2972,New Zealand,Zimbabwe,2011-03-04,2,2,New Zealand,3.0,2.0,6.0,4.0,0.0
2973,Bangladesh,West Indies,2011-03-04,0,1,West Indies,8.0,2.0,3.0,7.0,1.0
2974,England,South Africa,2011-03-06,2,2,England,3.0,7.0,7.0,3.0,0.0
2975,India,Ireland,2011-03-06,0,1,India,7.0,5.0,1.0,0.0,0.0
2976,Canada,Kenya,2011-03-07,2,2,Canada,3.0,2.0,4.0,6.0,0.0
2977,New Zealand,Pakistan,2011-03-08,2,2,New Zealand,4.0,7.0,6.0,4.0,0.0
2978,India,Netherlands,2011-03-09,0,1,India,7.0,2.0,1.0,0.0,0.0
2979,Sri Lanka,Zimbabwe,2011-03-10,2,2,Sri Lanka,8.0,2.0,9.0,1.0,0.0
2980,Ireland,West Indies,2011-03-11,2,2,West Indies,5.0,2.0,0.0,2.0,1.0
2981,Bangladesh,England,2011-03-11,0,1,Bangladesh,7.0,3.0,1.0,9.0,0.0
2982,India,South Africa,2011-03-12,0,1,South Africa,7.0,6.0,6.0,4.0,1.0
2983,Canada,New Zealand,2011-03-13,2,2,New Zealand,4.0,5.0,0.0,2.0,1.0
2984,Australia,Kenya,2011-03-13,2,2,Australia,9.0,2.0,4.0,0.0,0.0
2985,Bangladesh,Netherlands,2011-03-14,0,1,Bangladesh,7.0,1.0,0.0,1.0,0.0
2986,Pakistan,Zimbabwe,2011-03-14,2,2,Pakistan,6.0,2.0,10.0,0.0,0.0
2987,Ireland,South Africa,2011-03-15,2,2,South Africa,4.0,7.0,0.0,2.0,1.0
2988,Australia,Canada,2011-03-16,2,2,Australia,9.0,4.0,1.0,0.0,0.0
2989,England,West Indies,2011-03-17,2,2,England,3.0,3.0,6.0,4.0,0.0
2990,Ireland,Netherlands,2011-03-18,2,2,Ireland,3.0,1.0,5.0,1.0,0.0
2991,New Zealand,Sri Lanka,2011-03-18,2,2,Sri Lanka,6.0,8.0,3.0,7.0,1.0
2992,Bangladesh,South Africa,2011-03-19,0,1,South Africa,7.0,7.0,1.0,9.0,1.0
2993,Australia,Pakistan,2011-03-19,2,2,Pakistan,9.0,7.0,9.0,1.0,1.0
2994,Kenya,Zimbabwe,2011-03-20,2,2,Zimbabwe,2.0,2.0,1.0,9.0,1.0
2995,India,West Indies,2011-03-20,0,1,India,6.0,3.0,7.0,3.0,0.0
2996,Pakistan,West Indies,2011-03-23,2,2,Pakistan,8.0,3.0,8.0,2.0,0.0
2997,India,Australia,2011-03-24,0,1,India,6.0,8.0,5.0,5.0,0.0
2998,New Zealand,South Africa,2011-03-25,2,2,New Zealand,5.0,7.0,3.0,7.0,0.0
2999,Sri Lanka,England,2011-03-26,0,1,Sri Lanka,8.0,4.0,6.0,4.0,0.0
3000,Sri Lanka,New Zealand,2011-03-29,0,1,Sri Lanka,8.0,6.0,7.0,3.0,0.0
3001,India,Pakistan,2011-03-30,2,2,India,7.0,8.0,5.0,5.0,0.0
3002,India,Sri Lanka,2011-04-02,0,1,India,7.0,8.0,4.0,6.0,0.0
3003,Bangladesh,Australia,2011-04-09,0,1,Australia,6.0,7.0,1.0,9.0,1.0
3004,Bangladesh,Australia,2011-04-11,0,1,Australia,6.0,8.0,0.0,10.0,1.0
3005,Bangladesh,Australia,2011-04-13,0,1,Australia,5.0,8.0,0.0,10.0,1.0
3006,West Indies,Pakistan,2011-04-23,0,1,Pakistan,3.0,7.0,2.0,8.0,1.0
3007,West Indies,Pakistan,2011-04-25,0,1,Pakistan,3.0,7.0,2.0,8.0,1.0
3008,West Indies,Pakistan,2011-04-28,0,1,Pakistan,3.0,8.0,2.0,8.0,1.0
3009,West Indies,Pakistan,2011-05-02,0,1,West Indies,3.0,8.0,1.0,9.0,0.0
3010,West Indies,Pakistan,2011-05-05,0,1,West Indies,4.0,7.0,2.0,8.0,0.0
3011,Ireland,Pakistan,2011-05-28,0,1,Pakistan,4.0,6.0,1.0,0.0,1.0
3012,Ireland,Pakistan,2011-05-30,0,1,Pakistan,3.0,7.0,1.0,1.0,1.0
3013,West Indies,India,2011-06-06,0,1,India,4.0,7.0,3.0,7.0,1.0
3014,West Indies,India,2011-06-08,0,1,India,3.0,8.0,2.0,8.0,1.0
3015,West Indies,India,2011-06-11,0,1,India,2.0,9.0,2.0,8.0,1.0
3016,West Indies,India,2011-06-13,0,1,West Indies,2.0,9.0,2.0,8.0,0.0
3017,West Indies,India,2011-06-16,0,1,West Indies,3.0,8.0,2.0,8.0,0.0
3018,Scotland,Netherlands,2011-06-28,0,1,Scotland,5.0,1.0,4.0,2.0,0.0
3019,England,Sri Lanka,2011-06-28,0,1,England,4.0,8.0,4.0,6.0,0.0
3020,Scotland,Netherlands,2011-06-29,0,1,Scotland,6.0,1.0,5.0,2.0,0.0
3021,England,Sri Lanka,2011-07-01,0,1,Sri Lanka,4.0,7.0,5.0,5.0,1.0
3022,England,Sri Lanka,2011-07-03,0,1,Sri Lanka,4.0,7.0,5.0,5.0,1.0
3023,England,Sri Lanka,2011-07-06,0,1,England,4.0,7.0,5.0,5.0,0.0
3024,England,Sri Lanka,2011-07-09,0,1,England,5.0,7.0,6.0,4.0,0.0
3025,Scotland,Ireland,2011-07-12,0,1,Scotland,7.0,3.0,2.0,7.0,0.0
3026,Scotland,Sri Lanka,2011-07-13,0,1,Sri Lanka,7.0,6.0,0.0,0.0,1.0
3027,Canada,Afghanistan,2011-08-07,0,1,Afghanistan,4.0,5.0,1.0,2.0,1.0
3028,Canada,Afghanistan,2011-08-09,0,1,Afghanistan,3.0,6.0,1.0,3.0,1.0
3029,Sri Lanka,Australia,2011-08-10,2,2,Australia,6.0,8.0,3.0,7.0,1.0
3030,Zimbabwe,Bangladesh,2011-08-12,0,1,Zimbabwe,3.0,4.0,2.0,8.0,0.0
3031,Zimbabwe,Bangladesh,2011-08-14,0,1,Zimbabwe,3.0,3.0,3.0,7.0,0.0
3032,Sri Lanka,Australia,2011-08-14,0,1,Australia,5.0,8.0,3.0,7.0,1.0
3033,Zimbabwe,Bangladesh,2011-08-16,0,1,Zimbabwe,4.0,3.0,3.0,7.0,0.0
3034,Sri Lanka,Australia,2011-08-16,0,1,Sri Lanka,4.0,8.0,3.0,7.0,0.0
3035,Zimbabwe,Bangladesh,2011-08-19,0,1,Bangladesh,5.0,2.0,4.0,6.0,1.0
3036,Sri Lanka,Australia,2011-08-20,0,1,Australia,4.0,7.0,4.0,6.0,1.0
3037,Zimbabwe,Bangladesh,2011-08-21,0,1,Bangladesh,5.0,3.0,4.0,6.0,1.0
3038,Sri Lanka,Australia,2011-08-22,0,1,Sri Lanka,4.0,7.0,4.0,6.0,0.0
3039,Ireland,England,2011-08-25,0,1,England,3.0,5.0,1.0,3.0,1.0
3040,England,India,2011-09-06,0,1,England,6.0,7.0,3.0,7.0,0.0
3041,Zimbabwe,Pakistan,2011-09-08,0,1,Pakistan,5.0,7.0,0.0,10.0,1.0
3042,England,India,2011-09-09,0,1,England,6.0,7.0,3.0,7.0,0.0
3043,Zimbabwe,Pakistan,2011-09-11,0,1,Pakistan,4.0,7.0,0.0,10.0,1.0
3044,Netherlands,Kenya,2011-09-12,0,1,Netherlands,0.0,2.0,5.0,2.0,0.0
3045,Netherlands,Kenya,2011-09-13,0,1,Netherlands,1.0,2.0,6.0,2.0,0.0
3046,Zimbabwe,Pakistan,2011-09-14,0,1,Pakistan,4.0,7.0,0.0,10.0,1.0
3047,England,India,2011-09-16,0,1,England,7.0,6.0,3.0,7.0,0.0
3048,Ireland,Canada,2011-09-19,0,1,Ireland,2.0,2.0,4.0,2.0,0.0
3049,Ireland,Canada,2011-09-20,0,1,Ireland,3.0,1.0,5.0,2.0,0.0
3050,Bangladesh,West Indies,2011-10-13,0,1,West Indies,3.0,4.0,3.0,7.0,1.0
3051,India,England,2011-10-14,0,1,India,5.0,7.0,6.0,4.0,0.0
3052,Bangladesh,West Indies,2011-10-15,0,1,West Indies,2.0,5.0,3.0,7.0,1.0
3053,India,England,2011-10-17,0,1,India,5.0,7.0,6.0,4.0,0.0
3054,Bangladesh,West Indies,2011-10-18,0,1,Bangladesh,2.0,6.0,3.0,7.0,0.0
3055,South Africa,Australia,2011-10-19,0,1,Australia,7.0,6.0,7.0,3.0,1.0
3056,Zimbabwe,New Zealand,2011-10-20,0,1,New Zealand,4.0,6.0,4.0,6.0,1.0
3057,India,England,2011-10-20,2,2,India,5.0,6.0,7.0,3.0,0.0
3058,Zimbabwe,New Zealand,2011-10-22,0,1,New Zealand,4.0,7.0,3.0,7.0,1.0
3059,India,England,2011-10-23,0,1,India,5.0,6.0,7.0,3.0,0.0
3060,South Africa,Australia,2011-10-23,0,1,South Africa,7.0,7.0,6.0,4.0,0.0
3061,Zimbabwe,New Zealand,2011-10-25,0,1,Zimbabwe,3.0,7.0,2.0,8.0,0.0
3062,India,England,2011-10-25,0,1,India,5.0,6.0,7.0,3.0,0.0
3063,South Africa,Australia,2011-10-28,0,1,Australia,7.0,7.0,7.0,3.0,1.0
3064,Pakistan,Sri Lanka,2011-11-11,2,2,Pakistan,8.0,5.0,4.0,6.0,0.0
3065,Pakistan,Sri Lanka,2011-11-14,2,2,Sri Lanka,8.0,4.0,4.0,6.0,1.0
3066,Pakistan,Sri Lanka,2011-11-18,2,2,Pakistan,7.0,4.0,4.0,6.0,0.0
3067,Pakistan,Sri Lanka,2011-11-20,2,2,Pakistan,7.0,4.0,5.0,5.0,0.0
3068,Pakistan,Sri Lanka,2011-11-23,2,2,Pakistan,8.0,4.0,6.0,4.0,0.0
3069,India,West Indies,2011-11-29,0,1,India,5.0,6.0,7.0,3.0,0.0
3070,Bangladesh,Pakistan,2011-12-01,0,1,Pakistan,3.0,9.0,0.0,10.0,1.0
3071,India,West Indies,2011-12-02,0,1,India,6.0,5.0,7.0,3.0,0.0
3072,Bangladesh,Pakistan,2011-12-03,0,1,Pakistan,3.0,9.0,0.0,10.0,1.0
3073,India,West Indies,2011-12-05,0,1,West Indies,7.0,4.0,8.0,2.0,1.0
3074,Bangladesh,Pakistan,2011-12-06,0,1,Pakistan,3.0,9.0,0.0,10.0,1.0
3075,India,West Indies,2011-12-08,0,1,India,7.0,5.0,7.0,3.0,0.0
3076,India,West Indies,2011-12-11,0,1,India,8.0,5.0,7.0,3.0,0.0
3077,South Africa,Sri Lanka,2012-01-11,0,1,South Africa,6.0,3.0,4.0,6.0,0.0
3078,South Africa,Sri Lanka,2012-01-14,0,1,South Africa,6.0,3.0,5.0,5.0,0.0
3079,South Africa,Sri Lanka,2012-01-17,0,1,South Africa,6.0,3.0,6.0,4.0,0.0
3080,South Africa,Sri Lanka,2012-01-20,0,1,Sri Lanka,7.0,2.0,7.0,3.0,1.0
3081,South Africa,Sri Lanka,2012-01-22,0,1,Sri Lanka,6.0,3.0,7.0,3.0,1.0
3082,New Zealand,Zimbabwe,2012-02-03,0,1,New Zealand,6.0,3.0,7.0,3.0,0.0
3083,Australia,India,2012-02-05,0,1,Australia,7.0,9.0,4.0,6.0,0.0
3084,New Zealand,Zimbabwe,2012-02-06,0,1,New Zealand,7.0,2.0,8.0,2.0,0.0
3085,India,Sri Lanka,2012-02-08,2,2,India,8.0,3.0,5.0,5.0,0.0
3086,New Zealand,Zimbabwe,2012-02-09,0,1,New Zealand,7.0,1.0,8.0,2.0,0.0
3087,Australia,Sri Lanka,2012-02-10,0,1,Australia,7.0,3.0,5.0,5.0,0.0
3088,Afghanistan,Pakistan,2012-02-10,2,2,Pakistan,6.0,9.0,0.0,0.0,1.0
3089,Australia,India,2012-02-12,0,1,India,7.0,8.0,5.0,5.0,1.0
3090,England,Pakistan,2012-02-13,2,2,England,5.0,9.0,6.0,4.0,0.0
3091,England,Pakistan,2012-02-15,2,2,England,5.0,8.0,6.0,4.0,0.0
3092,Australia,Sri Lanka,2012-02-17,0,1,Sri Lanka,6.0,2.0,5.0,5.0,1.0
3093,Kenya,Ireland,2012-02-18,0,1,Kenya,1.0,3.0,1.0,6.0,0.0
3094,England,Pakistan,2012-02-18,2,2,England,5.0,7.0,7.0,3.0,0.0
3095,Australia,India,2012-02-19,0,1,Australia,5.0,8.0,5.0,5.0,0.0
3096,Kenya,Ireland,2012-02-20,0,1,Ireland,2.0,3.0,2.0,6.0,1.0
3097,India,Sri Lanka,2012-02-21,2,2,Sri Lanka,7.0,3.0,5.0,5.0,1.0
3098,England,Pakistan,2012-02-21,2,2,England,5.0,7.0,8.0,2.0,0.0
3099,Australia,Sri Lanka,2012-02-24,0,1,Sri Lanka,6.0,4.0,5.0,5.0,1.0
3100,New Zealand,South Africa,2012-02-25,0,1,South Africa,7.0,5.0,4.0,6.0,1.0
3101,Australia,India,2012-02-26,0,1,Australia,5.0,6.0,5.0,5.0,0.0
3102,India,Sri Lanka,2012-02-28,2,2,India,5.0,5.0,5.0,5.0,0.0
3103,New Zealand,South Africa,2012-02-29,0,1,South Africa,6.0,5.0,4.0,6.0,1.0
3104,Australia,Sri Lanka,2012-03-02,0,1,Sri Lanka,6.0,5.0,5.0,5.0,1.0
3105,New Zealand,South Africa,2012-03-03,0,1,South Africa,6.0,6.0,4.0,6.0,1.0
3106,Australia,Sri Lanka,2012-03-04,0,1,Australia,5.0,6.0,5.0,5.0,0.0
3107,Australia,Sri Lanka,2012-03-06,0,1,Sri Lanka,6.0,6.0,5.0,5.0,1.0
3108,Australia,Sri Lanka,2012-03-08,0,1,Australia,5.0,6.0,4.0,6.0,0.0
3109,Bangladesh,Pakistan,2012-03-11,0,1,Pakistan,3.0,6.0,0.0,10.0,1.0
3110,India,Sri Lanka,2012-03-13,2,2,India,5.0,5.0,5.0,5.0,0.0
3111,Pakistan,Sri Lanka,2012-03-15,2,2,Pakistan,6.0,5.0,7.0,3.0,0.0
3112,Bangladesh,India,2012-03-16,0,1,Bangladesh,3.0,6.0,1.0,9.0,0.0
3113,West Indies,Australia,2012-03-16,0,1,Australia,5.0,5.0,0.0,10.0,1.0
3114,India,Pakistan,2012-03-18,2,2,India,5.0,6.0,6.0,4.0,0.0
3115,West Indies,Australia,2012-03-18,0,1,West Indies,4.0,5.0,0.0,10.0,0.0
3116,Bangladesh,Sri Lanka,2012-03-20,0,1,Bangladesh,4.0,5.0,1.0,9.0,0.0
3117,Bangladesh,Pakistan,2012-03-22,0,1,Pakistan,4.0,5.0,0.0,10.0,1.0
3118,West Indies,Australia,2012-03-23,0,1,West Indies,4.0,5.0,1.0,9.0,0.0
3119,West Indies,Australia,2012-03-25,0,1,Australia,4.0,5.0,2.0,8.0,1.0
3120,Afghanistan,Netherlands,2012-03-29,2,2,Netherlands,5.0,2.0,3.0,1.0,1.0
3121,Afghanistan,Netherlands,2012-03-31,2,2,Afghanistan,5.0,3.0,3.0,2.0,0.0
3122,Sri Lanka,Pakistan,2012-06-07,2,2,Pakistan,4.0,5.0,2.0,8.0,1.0
3123,Sri Lanka,Pakistan,2012-06-09,2,2,Sri Lanka,3.0,5.0,2.0,8.0,0.0
3124,Sri Lanka,Pakistan,2012-06-16,0,1,Sri Lanka,3.0,4.0,3.0,7.0,0.0
3125,England,West Indies,2012-06-16,0,1,England,5.0,3.0,6.0,4.0,0.0
3126,Sri Lanka,Pakistan,2012-06-18,0,1,Sri Lanka,4.0,4.0,3.0,7.0,0.0
3127,England,West Indies,2012-06-19,0,1,England,5.0,3.0,7.0,3.0,0.0
3128,England,Australia,2012-06-29,0,1,England,6.0,5.0,2.0,8.0,0.0
3129,England,Australia,2012-07-01,0,1,England,7.0,5.0,2.0,8.0,0.0
3130,Ireland,Afghanistan,2012-07-05,0,1,Ireland,4.0,5.0,1.0,0.0,0.0
3131,West Indies,New Zealand,2012-07-05,0,1,West Indies,3.0,5.0,2.0,8.0,0.0
3132,England,Australia,2012-07-07,0,1,England,8.0,4.0,3.0,7.0,0.0
3133,West Indies,New Zealand,2012-07-07,0,1,West Indies,4.0,5.0,3.0,7.0,0.0
3134,England,Australia,2012-07-10,0,1,England,9.0,4.0,4.0,6.0,0.0
3135,Scotland,Canada,2012-07-11,0,1,Scotland,6.0,1.0,5.0,2.0,0.0
3136,West Indies,New Zealand,2012-07-11,0,1,New Zealand,4.0,4.0,4.0,6.0,1.0
3137,West Indies,New Zealand,2012-07-14,0,1,West Indies,4.0,4.0,4.0,6.0,0.0
3138,West Indies,New Zealand,2012-07-16,0,1,West Indies,5.0,4.0,5.0,5.0,0.0
3139,Sri Lanka,India,2012-07-21,0,1,India,4.0,5.0,4.0,6.0,1.0
3140,Sri Lanka,India,2012-07-24,0,1,Sri Lanka,4.0,6.0,3.0,7.0,0.0
3141,Sri Lanka,India,2012-07-28,0,1,India,4.0,5.0,4.0,6.0,1.0
3142,Sri Lanka,India,2012-07-31,0,1,India,4.0,5.0,4.0,6.0,1.0
3143,Sri Lanka,India,2012-08-04,2,2,India,4.0,6.0,3.0,7.0,1.0
3144,Afghanistan,Australia,2012-08-25,2,2,Australia,4.0,3.0,0.0,0.0,1.0
3145,England,South Africa,2012-08-28,0,1,South Africa,10.0,7.0,8.0,2.0,1.0
3146,Australia,Pakistan,2012-08-28,2,2,Australia,4.0,4.0,8.0,2.0,0.0
3147,England,South Africa,2012-08-31,0,1,England,9.0,7.0,8.0,2.0,0.0
3148,Australia,Pakistan,2012-08-31,2,2,Pakistan,4.0,4.0,8.0,2.0,1.0
3149,England,South Africa,2012-09-02,0,1,England,9.0,7.0,8.0,2.0,0.0
3150,Australia,Pakistan,2012-09-03,2,2,Australia,3.0,5.0,7.0,3.0,0.0
3151,England,South Africa,2012-09-05,0,1,South Africa,9.0,6.0,8.0,2.0,1.0
3152,Sri Lanka,New Zealand,2012-11-04,2,2,Sri Lanka,4.0,3.0,7.0,3.0,0.0
3153,Sri Lanka,New Zealand,2012-11-06,2,2,Sri Lanka,5.0,2.0,8.0,2.0,0.0
3154,Sri Lanka,New Zealand,2012-11-10,0,1,Sri Lanka,6.0,1.0,9.0,1.0,0.0
3155,Bangladesh,West Indies,2012-11-30,0,1,Bangladesh,3.0,6.0,4.0,6.0,0.0
3156,Bangladesh,West Indies,2012-12-02,0,1,Bangladesh,4.0,5.0,5.0,5.0,0.0
3157,Bangladesh,West Indies,2012-12-05,0,1,West Indies,5.0,4.0,6.0,4.0,1.0
3158,Bangladesh,West Indies,2012-12-07,0,1,West Indies,4.0,5.0,6.0,4.0,1.0
3159,Bangladesh,West Indies,2012-12-08,0,1,Bangladesh,4.0,6.0,5.0,5.0,0.0
3160,India,Pakistan,2012-12-30,0,1,Pakistan,7.0,4.0,6.0,4.0,1.0
3161,India,Pakistan,2013-01-03,0,1,Pakistan,7.0,4.0,5.0,5.0,1.0
3162,India,Pakistan,2013-01-06,0,1,India,6.0,5.0,5.0,5.0,0.0
3163,Australia,Sri Lanka,2013-01-11,0,1,Australia,4.0,6.0,4.0,6.0,0.0
3164,India,England,2013-01-11,0,1,England,6.0,8.0,7.0,3.0,1.0
3165,Australia,Sri Lanka,2013-01-13,0,1,Sri Lanka,5.0,5.0,5.0,5.0,1.0
3166,India,England,2013-01-15,0,1,India,6.0,8.0,6.0,4.0,0.0
3167,Australia,Sri Lanka,2013-01-18,0,1,Sri Lanka,4.0,5.0,4.0,6.0,1.0
3168,India,England,2013-01-19,0,1,India,6.0,7.0,6.0,4.0,0.0
3169,South Africa,New Zealand,2013-01-19,0,1,New Zealand,6.0,1.0,6.0,4.0,1.0
3170,South Africa,New Zealand,2013-01-22,0,1,New Zealand,5.0,2.0,6.0,4.0,1.0
3171,Australia,Sri Lanka,2013-01-23,0,1,Australia,4.0,6.0,4.0,6.0,0.0
3172,India,England,2013-01-23,2,2,India,6.0,6.0,7.0,3.0,0.0
3173,South Africa,New Zealand,2013-01-25,0,1,South Africa,5.0,3.0,6.0,4.0,0.0
3174,India,England,2013-01-27,0,1,England,7.0,5.0,8.0,2.0,1.0
3175,Australia,West Indies,2013-02-01,0,1,Australia,5.0,6.0,8.0,2.0,0.0
3176,Australia,West Indies,2013-02-03,0,1,Australia,6.0,5.0,8.0,2.0,0.0
3177,Australia,West Indies,2013-02-06,0,1,Australia,7.0,4.0,8.0,2.0,0.0
3178,Australia,West Indies,2013-02-08,0,1,Australia,7.0,4.0,8.0,2.0,0.0
3179,Australia,West Indies,2013-02-10,0,1,Australia,7.0,3.0,8.0,2.0,0.0
3180,New Zealand,England,2013-02-17,0,1,New Zealand,3.0,5.0,8.0,2.0,0.0
3181,New Zealand,England,2013-02-20,0,1,England,4.0,4.0,8.0,2.0,1.0
3182,West Indies,Zimbabwe,2013-02-22,0,1,West Indies,2.0,1.0,8.0,2.0,0.0
3183,New Zealand,England,2013-02-23,0,1,England,3.0,5.0,7.0,3.0,1.0
3184,West Indies,Zimbabwe,2013-02-24,0,1,West Indies,3.0,1.0,8.0,2.0,0.0
3185,West Indies,Zimbabwe,2013-02-26,0,1,West Indies,4.0,1.0,9.0,1.0,0.0
3186,Afghanistan,Scotland,2013-03-06,2,2,Afghanistan,4.0,7.0,2.0,2.0,0.0
3187,Afghanistan,Scotland,2013-03-08,2,2,Afghanistan,5.0,6.0,3.0,2.0,0.0
3188,South Africa,Pakistan,2013-03-10,0,1,South Africa,6.0,4.0,6.0,4.0,0.0
3189,Canada,Kenya,2013-03-11,2,2,Kenya,1.0,1.0,5.0,5.0,1.0
3190,Canada,Kenya,2013-03-13,2,2,Kenya,1.0,2.0,5.0,5.0,1.0
3191,South Africa,Pakistan,2013-03-15,0,1,Pakistan,6.0,3.0,6.0,4.0,1.0
3192,South Africa,Pakistan,2013-03-17,0,1,South Africa,5.0,4.0,6.0,4.0,0.0
3193,South Africa,Pakistan,2013-03-21,0,1,Pakistan,5.0,4.0,7.0,3.0,1.0
3194,Sri Lanka,Bangladesh,2013-03-23,0,1,Sri Lanka,5.0,5.0,8.0,2.0,0.0
3195,South Africa,Pakistan,2013-03-24,0,1,South Africa,4.0,5.0,6.0,4.0,0.0
3196,Sri Lanka,Bangladesh,2013-03-28,2,2,Bangladesh,6.0,5.0,8.0,2.0,1.0
